Certification,View,Comment_num,Date,Name,Fans,Video_Index,Comment_Text,Censor_Score,Topic,Certification_Type,Emotion_Detail,Sentiment_Label
0,234000,2935,"(2023, 8, 30)",毒蛊酱,93973,143,卧槽真是畜生,5,Hong Kong Protests,None,厌恶,negative
5,466000,13000,"(2020, 7, 5)",央视新闻,20926845,56,专业,8,Hong Kong Protests,Media,厌恶,negative
4,260000,1141,"(2019, 9, 2)",广东共青团,1724625,63,那些傻子难道没有脑子吗,6,Hong Kong Protests,Government,厌恶,negative
1,1112000,4255,"(2024, 12, 9)",世界需要恐怖片,489577,115,教学片啊,10,Hong Kong Protests,Famous Content Creator,厌恶,negative
0,150000,275,"(2024, 4, 16)",油管小师妹,29134,165,深圳什么时候吃饭不用排队的？,10,Hong Kong Protests,None,厌恶,negative
5,7810000,71000,"(2021, 2, 19)",央视新闻,20926850,96,不想打仗就滚！,9,Hong Kong Protests,Media,厌恶,negative
5,1524000,12000,"(2021, 4, 14)",央视新闻,20926840,10,美国,6,Hong Kong Protests,Media,厌恶,negative
5,1852000,1901,"(2019, 11, 23)",央视新闻,20926845,54,duangduangduang,10,Hong Kong Protests,Media,厌恶,negative
4,1368000,37000,"(2020, 5, 18)",共青团中央,11416573,1,好好的香港被这些人搞得乌烟瘴气,7,Hong Kong Protests,Government,厌恶,negative
5,1250000,8051,"(2021, 6, 26)",观察者网,7368397,70,好！,7,Hong Kong Protests,Media,开心,positive
0,234000,2935,"(2023, 8, 30)",毒蛊酱,93973,143,小日子好似,2,Hong Kong Protests,None,厌恶,negative
4,1368000,37000,"(2020, 5, 18)",共青团中央,11416573,1,海禁香港。谢谢。困死他们。。。,6,Hong Kong Protests,Government,开心,positive
4,1044000,3825,"(2019, 11, 2)",广东共青团,1724625,22,说得好！,6,Hong Kong Protests,Government,喜欢,positive
4,1394000,11000,"(2019, 10, 27)",共青团中央,11416573,31,这个真不是个东西,9,Hong Kong Protests,Government,厌恶,negative
4,1447000,23000,"(2019, 8, 13)",青春山东,461528,121,辱我国旗者，虽远必诛,6,Hong Kong Protests,Government,厌恶,negative
5,1250000,8051,"(2021, 6, 26)",观察者网,7368397,70,最早的开局一张图,9,Hong Kong Protests,Media,惊讶,positive
4,1740000,18000,"(2019, 11, 17)",浙江共青团,1543514,6,警察要警戒和保存体力对付那群王八羔子,8,Hong Kong Protests,Government,厌恶,negative
4,3592000,9369,"(2019, 12, 23)",浙江共青团,1543515,120,打死他们这些蟑螂,6,Hong Kong Protests,Government,厌恶,negative
0,187000,892,"(2023, 8, 30)",老咩头,57976,132,好年轻哈,3,Hong Kong Protests,None,开心,positive
4,1283000,2811,"(2019, 6, 14)",共青团中央,11416570,175,实际没100的知道吗,8,Hong Kong Protests,Government,厌恶,negative
4,1368000,37000,"(2020, 5, 18)",共青团中央,11416573,1,新枪,7,Hong Kong Protests,Government,生气,negative
5,2757000,3649,"(2019, 10, 13)",央视网,4775152,75,md那群古惑仔那，以前不很牛逼嘛,7,Hong Kong Protests,Media,厌恶,negative
4,3862000,6806,"(2019, 8, 21)",广东共青团,1724625,178,猛男落泪,6,Hong Kong Protests,Government,悲伤,negative
6,4351000,15000,"(2023, 4, 18)",中国反邪教,717685,157,可真该死啊,6,Hong Kong Protests,Organization,厌恶,negative
2,2255000,16000,"(2021, 4, 22)",卢克文工作室,4368332,5,赶紧滚赶紧滚,5,Hong Kong Protests,Influencer,厌恶,negative
4,1046000,9192,"(2019, 11, 18)",安徽共青团,472282,39,你俩一块去死,5,Hong Kong Protests,Government,生气,negative
4,1368000,37000,"(2020, 5, 18)",共青团中央,11416573,1,越看越气,9,Hong Kong Protests,Government,厌恶,negative
0,252000,1299,"(2024, 12, 9)",DJ_HUMBLE,25979,12,香港吃饭比日本贵的多的多的多,7,Hong Kong Protests,None,厌恶,negative
4,2976000,22000,"(2019, 11, 19)",广东共青团,1724625,21,或许，在看了这个视频以后，“你”在看到这样的场面时，会多一些思考，思考自己要不要加入他们,7,Hong Kong Protests,Government,厌恶,negative
4,1740000,18000,"(2019, 11, 17)",浙江共青团,1543514,6,有人撒狗粮,8,Hong Kong Protests,Government,厌恶,negative
5,466000,13000,"(2020, 7, 5)",央视新闻,20926845,56,101个人 走 致敬,6,Hong Kong Protests,Media,喜欢,positive
0,182000,525,"(2024, 8, 25)",装董百科,20832,127,求bgm,6,Hong Kong Protests,None,生气,negative
4,12414000,295000,"(2019, 11, 20)",共青团中央,11416573,2,一路走好,6,Hong Kong Protests,Government,喜欢,positive
5,1556000,2437,"(2022, 1, 11)",中国日报,2994317,106,真勇敢！点赞！,10,Hong Kong Protests,Media,喜欢,positive
4,3486000,5414,"(2021, 7, 14)",广东共青团,1724625,139,警察受到攻击 下意识赶快躲…,7,Hong Kong Protests,Government,厌恶,negative
5,1992000,16000,"(2019, 11, 20)",央视新闻,20926845,66,勿谓言之不预也,8,Hong Kong Protests,Media,厌恶,negative
1,3479000,22000,"(2021, 4, 30)",毒舌的南瓜,2299715,4,NGO笑而不语,6,Hong Kong Protests,Famous Content Creator,开心,positive
0,790000,4123,"(2023, 8, 20)",毒蛊酱,93973,152,欢迎回来,9,Hong Kong Protests,None,喜欢,positive
2,693000,8352,"(2021, 12, 8)",卢克文工作室,4368342,122,数码港就是个好例子,10,Hong Kong Protests,Influencer,喜欢,positive
2,1420000,6991,"(2021, 4, 20)",卢克文工作室,4368337,71,一句话就过去了？,10,Hong Kong Protests,Influencer,厌恶,negative
4,1574000,4206,"(2019, 11, 12)",浙江共青团,1543514,14,直接枪毙,9,Hong Kong Protests,Government,生气,negative
1,3479000,22000,"(2021, 4, 30)",毒舌的南瓜,2299715,4,如果一个长期接受西方洗脑的外国人看到生死疲劳加三体是什么感觉？,8,Hong Kong Protests,Famous Content Creator,厌恶,negative
4,2355000,46000,"(2019, 7, 23)",共青团中央,11416574,93,湖北脏话,6,Hong Kong Protests,Government,厌恶,negative
2,464000,4814,"(2021, 5, 5)",探骊探世界,240082,183,CIA欣慰的摸了摸他的狗头,10,Hong Kong Protests,Influencer,开心,positive
5,10189000,34000,"(2018, 11, 21)",观察者网,7368397,117,大爷牛的！牛的！,10,Hong Kong Protests,Media,厌恶,negative
4,4898000,11000,"(2019, 11, 17)",浙江共青团,1543514,72,很明显这几个穿球服的 打球输了,7,Hong Kong Protests,Government,厌恶,negative
4,2355000,46000,"(2019, 7, 23)",共青团中央,11416574,93,苏维埃脏话,8,Hong Kong Protests,Government,厌恶,negative
1,877000,14000,"(2019, 10, 25)",马督工,2037056,49,买个馒头都要2块，4块钱吃得了馒头喝不起豆浆了,6,Hong Kong Protests,Famous Content Creator,厌恶,negative
0,187000,892,"(2023, 8, 30)",老咩头,57976,132,建福宫大火 听说过吧,7,Hong Kong Protests,None,厌恶,negative
1,862000,2890,"(2022, 9, 14)",我是十四哦丶,522434,170,我选长毛，他有礼貌还会柔术,7,Hong Kong Protests,Famous Content Creator,喜欢,positive
1,3479000,22000,"(2021, 4, 30)",毒舌的南瓜,2299715,4,？？？,8,Hong Kong Protests,Famous Content Creator,厌恶,negative
1,877000,14000,"(2019, 10, 25)",马督工,2037056,49,打工是不可能打工的,6,Hong Kong Protests,Famous Content Creator,厌恶,negative
5,466000,13000,"(2020, 7, 5)",央视新闻,20926845,56,这真的丧心病狂,9,Hong Kong Protests,Media,厌恶,negative
4,1740000,18000,"(2019, 11, 17)",浙江共青团,1543514,6,不可回收垃圾,7,Hong Kong Protests,Government,厌恶,negative
2,693000,8352,"(2021, 12, 8)",卢克文工作室,4368342,122,还是教育出了问题,3,Hong Kong Protests,Influencer,厌恶,negative
0,609000,2146,"(2022, 1, 8)",陌路狂欢GO,15838,147,柴九,8,Hong Kong Protests,None,喜欢,positive
0,831000,3949,"(2020, 6, 9)",观视频工作室,3926461,146,66666666,5,Hong Kong Protests,None,厌恶,negative
0,473000,3433,"(2019, 8, 31)",观视频工作室,3926463,38,哈哈哈哈哈哈哈哈哈哈哈哈哈,4,Hong Kong Protests,None,开心,positive
4,1740000,18000,"(2019, 11, 17)",浙江共青团,1543514,6,这是拆车还是拆家？,10,Hong Kong Protests,Government,厌恶,negative
0,242000,832,"(2025, 2, 16)",史提缤纷周,5966,166,要千几张图,5,Hong Kong Protests,None,厌恶,negative
0,831000,3949,"(2020, 6, 9)",观视频工作室,3926461,146,因为陈老师认识的牛人多，各个方面的都有，而且自己的知识体系也大,10,Hong Kong Protests,None,喜欢,positive
4,3592000,9369,"(2019, 12, 23)",浙江共青团,1543515,120,直接把他枪毙,8,Hong Kong Protests,Government,生气,negative
4,1447000,23000,"(2019, 8, 13)",青春山东,461528,121,加油,5,Hong Kong Protests,Government,喜欢,positive
5,466000,13000,"(2020, 7, 5)",央视新闻,20926845,56,这是国徽啊,10,Hong Kong Protests,Media,喜欢,positive
4,1325000,3509,"(2019, 10, 11)",青春山东,461528,161,一直有个男的在起哄,10,Hong Kong Protests,Government,厌恶,negative
4,12414000,295000,"(2019, 11, 20)",共青团中央,11416573,2,《乞求》,6,Hong Kong Protests,Government,厌恶,negative
0,335000,1040,"(2024, 7, 12)",老咩头,57976,164,5,3,Hong Kong Protests,None,厌恶,negative
0,335000,1040,"(2024, 7, 12)",老咩头,57976,164,发型很像某位故人,2,Hong Kong Protests,None,喜欢,positive
4,1077000,4387,"(2019, 11, 15)",共青团中央,11416572,151,1,5,Hong Kong Protests,Government,厌恶,negative
4,552000,4035,"(2019, 8, 13)",青春山东,461528,45,心疼,7,Hong Kong Protests,Government,悲伤,negative
4,497000,2488,"(2019, 8, 23)",浙江共青团,1543514,67,广西要求出战！,9,Hong Kong Protests,Government,厌恶,negative
5,1524000,12000,"(2021, 4, 14)",央视新闻,20926840,10,移民去啊,9,Hong Kong Protests,Media,厌恶,negative
0,782000,3330,"(2025, 2, 18)",不挑瓜的猫堡,20368,65,看来弹幕有不少汉奸,9,Hong Kong Protests,None,厌恶,negative
4,3325000,52000,"(2019, 7, 28)",广东共青团,1724625,149,东方之珠！！！,9,Hong Kong Protests,Government,喜欢,positive
2,464000,4814,"(2021, 5, 5)",探骊探世界,240082,183,老外不见得多干净,6,Hong Kong Protests,Influencer,厌恶,negative
5,10189000,34000,"(2018, 11, 21)",观察者网,7368397,117,正 气 凛 然！！,6,Hong Kong Protests,Media,生气,negative
1,732000,339,"(2024, 8, 22)",历史影像馆-,639176,167,向华强：你直接报我身份证吧,10,Hong Kong Protests,Famous Content Creator,生气,negative
5,432000,2513,"(2020, 7, 4)",央视新闻,20926842,18,致敬,6,Hong Kong Protests,Media,喜欢,positive
2,693000,8352,"(2021, 12, 8)",卢克文工作室,4368342,122,这么有内味,9,Hong Kong Protests,Influencer,喜欢,positive
2,464000,4814,"(2021, 5, 5)",探骊探世界,240082,183,哇塞，还真是相由心生啊,10,Hong Kong Protests,Influencer,开心,positive
4,1077000,4387,"(2019, 11, 15)",共青团中央,11416572,151,@邱晨，开心么？,9,Hong Kong Protests,Government,开心,positive
2,1420000,6991,"(2021, 4, 20)",卢克文工作室,4368337,71,那为什么聊天记录都可以被人放上去？,6,Hong Kong Protests,Influencer,厌恶,negative
5,294000,1578,"(2019, 9, 9)",中国日报,2994317,26,凉了,7,Hong Kong Protests,Media,悲伤,negative
4,497000,2488,"(2019, 8, 23)",浙江共青团,1543514,67,请他们吃花生米,9,Hong Kong Protests,Government,厌恶,negative
1,274000,917,"(2024, 11, 2)",蓝星人-ET,1135236,176,啊，可惜了这位警员,6,Hong Kong Protests,Famous Content Creator,悲伤,negative
4,565000,4642,"(2019, 9, 1)",广东共青团,1724625,68,他们真不觉得自己在触犯法律，觉得自己是为了自由为了正义，说了也没用的……,10,Hong Kong Protests,Government,厌恶,negative
1,1560000,16000,"(2024, 10, 18)",勾手老大爷邓肯,2085321,111,逝者安息,8,Hong Kong Protests,Famous Content Creator,悲伤,negative
1,862000,2890,"(2022, 9, 14)",我是十四哦丶,522434,170,古天乐牛逼,6,Hong Kong Protests,Famous Content Creator,喜欢,positive
4,260000,1141,"(2019, 9, 2)",广东共青团,1724625,63,拿了钱要替人办事的。,3,Hong Kong Protests,Government,厌恶,negative
0,589000,530,"(2022, 12, 5)",权利者游戏官方号,96953,141,宝咏琴是大气温婉端庄的长相，气质也很优雅，又有能力，男人嘛，反正吃着碗里的看着锅里的,2,Hong Kong Protests,None,喜欢,positive
0,234000,2935,"(2023, 8, 30)",毒蛊酱,93973,143,东莞仔哈哈,7,Hong Kong Protests,None,开心,positive
5,1992000,16000,"(2019, 11, 20)",央视新闻,20926845,66, 勿谓言之不预也！,5,Hong Kong Protests,Media,厌恶,negative
0,234000,2935,"(2023, 8, 30)",毒蛊酱,93973,143,前方手撕鸡,10,Hong Kong Protests,None,厌恶,negative
5,7810000,71000,"(2021, 2, 19)",央视新闻,20926850,96,转瞬即逝,10,Hong Kong Protests,Media,悲伤,negative
1,1560000,16000,"(2024, 10, 18)",勾手老大爷邓肯,2085321,111,说明脾气暴躁一直都有，不是因为要家人养才会这样的,5,Hong Kong Protests,Famous Content Creator,厌恶,negative
2,1456000,6814,"(2021, 4, 21)",卢克文工作室,4368332,7,一个字。爽！！！,7,Hong Kong Protests,Influencer,开心,positive
1,3479000,22000,"(2021, 4, 30)",毒舌的南瓜,2299715,4,爱因斯坦震怒,9,Hong Kong Protests,Famous Content Creator,生气,negative
4,370000,2701,"(2019, 8, 22)",共青团中央,11416573,36,侮辱国辉 侮辱国旗 死罪！,10,Hong Kong Protests,Government,生气,negative
5,1632000,8230,"(2019, 11, 27)",央视新闻,20926839,3,天呐，太气人了,10,Hong Kong Protests,Media,生气,negative
0,87000,100,"(2024, 1, 24)",三石头G,3206,43,警察加油，支持警察严正执法,9,Hong Kong Protests,None,喜欢,positive
1,3479000,22000,"(2021, 4, 30)",毒舌的南瓜,2299715,4,血压上升,6,Hong Kong Protests,Famous Content Creator,厌恶,negative
5,466000,13000,"(2020, 7, 5)",央视新闻,20926845,56,上海进入了直播间,8,Hong Kong Protests,Media,开心,positive
0,831000,3949,"(2020, 6, 9)",观视频工作室,3926461,146,卧槽卧槽 上帝视角,9,Hong Kong Protests,None,厌恶,negative
0,473000,3433,"(2019, 8, 31)",观视频工作室,3926463,38,让城管去足足的够了~,3,Hong Kong Protests,None,厌恶,negative
1,877000,14000,"(2019, 10, 25)",马督工,2037056,49,牛肉粉11块加肉16块，加肉加杂22元全家福35元,8,Hong Kong Protests,Famous Content Creator,开心,positive
1,1560000,16000,"(2024, 10, 18)",勾手老大爷邓肯,2085321,111,逝者安息,5,Hong Kong Protests,Famous Content Creator,悲伤,negative
4,1111000,8604,"(2019, 11, 11)",广东共青团,1724625,61,辛苦了,9,Hong Kong Protests,Government,开心,positive
4,506000,324,"(2020, 12, 7)",青春山东,461528,159,这么轻？,7,Hong Kong Protests,Government,厌恶,negative
5,1415000,2850,"(2019, 9, 3)",央视网,4775153,79,这是个什么东西,9,Hong Kong Protests,Media,厌恶,negative
2,1456000,6814,"(2021, 4, 21)",卢克文工作室,4368332,7,周婷都让人家玩烂了,6,Hong Kong Protests,Influencer,厌恶,negative
4,1740000,18000,"(2019, 11, 17)",浙江共青团,1543514,6,扫把不够,10,Hong Kong Protests,Government,厌恶,negative
5,1906000,4894,"(2020, 7, 4)",央视新闻,20926844,30,跑路了,9,Hong Kong Protests,Media,厌恶,negative
5,432000,2513,"(2020, 7, 4)",央视新闻,20926842,18,哇元朗好猛,6,Hong Kong Protests,Media,喜欢,positive
4,1046000,9192,"(2019, 11, 18)",安徽共青团,472282,39,祭,6,Hong Kong Protests,Government,喜欢,positive
2,2255000,16000,"(2021, 4, 22)",卢克文工作室,4368332,5,多线操作,9,Hong Kong Protests,Influencer,厌恶,negative
5,466000,13000,"(2020, 7, 5)",央视新闻,20926845,56,哈哈哈哈哈哈,8,Hong Kong Protests,Media,开心,positive
1,1112000,4255,"(2024, 12, 9)",世界需要恐怖片,489577,115,贵南思维,8,Hong Kong Protests,Famous Content Creator,厌恶,negative
0,790000,4123,"(2023, 8, 20)",毒蛊酱,93973,152,你们不自习看吗  他有抗体,7,Hong Kong Protests,None,厌恶,negative
1,877000,14000,"(2019, 10, 25)",马督工,2037056,49,。。。。。,5,Hong Kong Protests,Famous Content Creator,厌恶,negative
0,398000,1427,"(2023, 9, 28)",春典JARGON,180958,90,'PPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPP/PPPP[[[[[[[[[[[[[,8,Hong Kong Protests,None,厌恶,negative
4,1325000,3509,"(2019, 10, 11)",青春山东,461528,161,呱呱呱？,5,Hong Kong Protests,Government,厌恶,negative
1,274000,917,"(2024, 11, 2)",蓝星人-ET,1135236,176,这也太傻了,8,Hong Kong Protests,Famous Content Creator,厌恶,negative
5,466000,13000,"(2020, 7, 5)",央视新闻,20926845,56,家庭主妇申请出站,5,Hong Kong Protests,Media,厌恶,negative
0,500000,2506,"(2023, 6, 11)",好吃的脆脆酱,2535,97,大概率是老板普通话蹩脚，来店里说普通话的不多，所以就懒得交流送了,10,Hong Kong Protests,None,厌恶,negative
4,2355000,46000,"(2019, 7, 23)",共青团中央,11416574,93,这群人疯了！！侮辱国徽！！口吐芬芳,5,Hong Kong Protests,Government,厌恶,negative
1,877000,14000,"(2019, 10, 25)",马督工,2037056,49,哈哈哈哈,8,Hong Kong Protests,Famous Content Creator,开心,positive
1,1560000,16000,"(2024, 10, 18)",勾手老大爷邓肯,2085321,111,天啊   这不就是无妄之灾吗？,6,Hong Kong Protests,Famous Content Creator,厌恶,negative
2,2255000,16000,"(2021, 4, 22)",卢克文工作室,4368332,5,哈哈哈哈竟有这种好事,5,Hong Kong Protests,Influencer,开心,positive
4,260000,1141,"(2019, 9, 2)",广东共青团,1724625,63,以德报怨何以报德,4,Hong Kong Protests,Government,厌恶,negative
1,1560000,16000,"(2024, 10, 18)",勾手老大爷邓肯,2085321,111,逝者安息,7,Hong Kong Protests,Famous Content Creator,悲伤,negative
0,335000,1040,"(2024, 7, 12)",老咩头,57976,164,喂，朋友，请不要阻塞消防通道,3,Hong Kong Protests,None,生气,negative
1,877000,14000,"(2019, 10, 25)",马督工,2037056,49,自己家里买了一个小石磨，用一次能累到骂人,7,Hong Kong Protests,Famous Content Creator,厌恶,negative
0,97000,719,"(2024, 6, 5)",油管小师妹,29134,102,以家埋好咯，無行李箱踢，几好,1,Hong Kong Protests,None,开心,positive
4,555000,414,"(2021, 4, 9)",广东共青团,1724625,110,好棒,4,Hong Kong Protests,Government,开心,positive
2,1420000,6991,"(2021, 4, 20)",卢克文工作室,4368337,71,去殖民化行动都没开始，哪来的走完？,8,Hong Kong Protests,Influencer,厌恶,negative
2,693000,8352,"(2021, 12, 8)",卢克文工作室,4368342,122,自由,8,Hong Kong Protests,Influencer,喜欢,positive
0,150000,275,"(2024, 4, 16)",油管小师妹,29134,165,啊,6,Hong Kong Protests,None,厌恶,negative
4,3337000,7578,"(2019, 8, 29)",浙江共青团,1543514,77,这才是豪车好吧,10,Hong Kong Protests,Government,喜欢,positive
4,1077000,4387,"(2019, 11, 15)",共青团中央,11416572,151,黑客们该干活了,10,Hong Kong Protests,Government,厌恶,negative
2,2010000,3539,"(2021, 4, 19)",卢克文工作室,4368336,58,叛徒,4,Hong Kong Protests,Influencer,厌恶,negative
5,182000,720,"(2019, 12, 2)",中国日报,2994317,33,声音都变了,4,Hong Kong Protests,Media,厌恶,negative
4,3059000,5478,"(2020, 7, 5)",广东共青团,1724625,11,别让它呼吸,5,Hong Kong Protests,Government,厌恶,negative
2,1420000,6991,"(2021, 4, 20)",卢克文工作室,4368337,71,甲级战犯,10,Hong Kong Protests,Influencer,厌恶,negative
4,1447000,23000,"(2019, 8, 13)",青春山东,461528,121,龙门粗口,5,Hong Kong Protests,Government,厌恶,negative
4,1283000,2811,"(2019, 6, 14)",共青团中央,11416570,175,依法处置,9,Hong Kong Protests,Government,生气,negative
5,77000,99,"(2019, 8, 26)",央视网,4775151,23,光遣责有什么用,7,Hong Kong Protests,Media,厌恶,negative
2,2255000,16000,"(2021, 4, 22)",卢克文工作室,4368332,5,高瞻远瞩,10,Hong Kong Protests,Influencer,喜欢,positive
5,466000,13000,"(2020, 7, 5)",央视新闻,20926845,56,过分,6,Hong Kong Protests,Media,厌恶,negative
2,693000,8352,"(2021, 12, 8)",卢克文工作室,4368342,122,这是不读马列的代价啊,3,Hong Kong Protests,Influencer,厌恶,negative
5,466000,13000,"(2020, 7, 5)",央视新闻,20926845,56,致敬,8,Hong Kong Protests,Media,喜欢,positive
5,466000,13000,"(2020, 7, 5)",央视新闻,20926845,56,令人发指,4,Hong Kong Protests,Media,厌恶,negative
5,1992000,16000,"(2019, 11, 20)",央视新闻,20926845,66,支持,9,Hong Kong Protests,Media,喜欢,positive
5,1852000,1901,"(2019, 11, 23)",央视新闻,20926845,54,加油,5,Hong Kong Protests,Media,喜欢,positive
5,466000,13000,"(2020, 7, 5)",央视新闻,20926845,56,一针见血的，忠肯的,10,Hong Kong Protests,Media,喜欢,positive
4,2162000,8725,"(2019, 7, 23)",广东共青团,1724625,155,*龙门粗口,9,Hong Kong Protests,Government,厌恶,negative
2,223000,444,"(2023, 4, 14)",邵永灵,81317,32,喜提银手镯,8,Hong Kong Protests,Influencer,喜欢,positive
4,497000,2488,"(2019, 8, 23)",浙江共青团,1543514,67,江西脏话,6,Hong Kong Protests,Government,厌恶,negative
0,182000,525,"(2024, 8, 25)",装董百科,20832,127,天地人,9,Hong Kong Protests,None,喜欢,positive
0,200000,362,"(2024, 1, 1)",DJ_HUMBLE,25979,34,华为mate60,5,Hong Kong Protests,None,喜欢,positive
4,552000,4035,"(2019, 8, 13)",青春山东,461528,45,伦敦是中国的,5,Hong Kong Protests,Government,厌恶,negative
5,1250000,8051,"(2021, 6, 26)",观察者网,7368397,70,根儿上就不正,5,Hong Kong Protests,Media,厌恶,negative
4,1950000,44000,"(2019, 8, 17)",共青团中央,11416573,130,美国走狗就该回美国啊,5,Hong Kong Protests,Government,厌恶,negative
0,504000,60,"(2024, 8, 14)",天天之心艾玛,4947,80,这配音好熟悉,8,Hong Kong Protests,None,喜欢,positive
4,1193000,16000,"(2019, 8, 9)",浙江共青团,1543514,84,数罪并罚判处无期徒刑了,10,Hong Kong Protests,Government,厌恶,negative
2,693000,8352,"(2021, 12, 8)",卢克文工作室,4368342,122,？？？,1,Hong Kong Protests,Influencer,厌恶,negative
1,1560000,16000,"(2024, 10, 18)",勾手老大爷邓肯,2085321,111,逝者安息,5,Hong Kong Protests,Famous Content Creator,悲伤,negative
4,1215000,3887,"(2019, 11, 18)",广东共青团,1724625,20,老外都比它们明白事儿,7,Hong Kong Protests,Government,厌恶,negative
2,693000,8352,"(2021, 12, 8)",卢克文工作室,4368342,122,悬镜司掌镜使,10,Hong Kong Protests,Influencer,喜欢,positive
5,336000,99,"(2022, 5, 28)",央视新闻,20926844,46,和平共处五项原则,2,Hong Kong Protests,Media,喜欢,positive
4,1740000,18000,"(2019, 11, 17)",浙江共青团,1543514,6,就这个,5,Hong Kong Protests,Government,厌恶,negative
5,432000,2513,"(2020, 7, 4)",央视新闻,20926842,18,致敬,1,Hong Kong Protests,Media,喜欢,positive
1,3479000,22000,"(2021, 4, 30)",毒舌的南瓜,2299715,4,西方各大主流奖项不也是一种洗脑工具吗,7,Hong Kong Protests,Famous Content Creator,厌恶,negative
4,370000,2701,"(2019, 8, 22)",共青团中央,11416573,36,宁波脏话吉首脏话,7,Hong Kong Protests,Government,厌恶,negative
0,187000,892,"(2023, 8, 30)",老咩头,57976,132,狐仙为啥叫个洋名,8,Hong Kong Protests,None,厌恶,negative
5,466000,13000,"(2020, 7, 5)",央视新闻,20926845,56,英国？呵呵,6,Hong Kong Protests,Media,厌恶,negative
5,1524000,12000,"(2021, 4, 14)",央视新闻,20926840,10,还以为自己能决定一个国家,5,Hong Kong Protests,Media,厌恶,negative
4,3325000,52000,"(2019, 7, 28)",广东共青团,1724625,149,狮子山下，顾嘉辉作品,9,Hong Kong Protests,Government,喜欢,positive
4,372000,1826,"(2019, 11, 19)",广东共青团,1724625,37,请用证据说明,9,Hong Kong Protests,Government,厌恶,negative
0,500000,2506,"(2023, 6, 11)",好吃的脆脆酱,2535,97,个人感觉概率事件,6,Hong Kong Protests,None,喜欢,positive
4,3059000,5478,"(2020, 7, 5)",广东共青团,1724625,11,这才是拘捕反抗，美国那个就是虐杀,7,Hong Kong Protests,Government,厌恶,negative
4,1447000,23000,"(2019, 8, 13)",青春山东,461528,121,清澈的爱，只为中国,10,Hong Kong Protests,Government,喜欢,positive
4,564000,2060,"(2020, 6, 13)",广东共青团,1724625,44,音量调高,4,Hong Kong Protests,Government,喜欢,positive
4,473000,314,"(2017, 2, 24)",共青团中央,11416573,133,作為香港人對香港警察非常自豪,5,Hong Kong Protests,Government,喜欢,positive
4,594000,2542,"(2020, 6, 11)",广东共青团,1724625,15,李姐呢？,5,Hong Kong Protests,Government,厌恶,negative
5,432000,2513,"(2020, 7, 4)",央视新闻,20926842,18,谢谢阿Sir,5,Hong Kong Protests,Media,开心,positive
5,466000,13000,"(2020, 7, 5)",央视新闻,20926845,56,辛苦了！,4,Hong Kong Protests,Media,开心,positive
2,223000,444,"(2023, 4, 14)",邵永灵,81317,32,送到内地来内地教育。,7,Hong Kong Protests,Influencer,厌恶,negative
2,2255000,16000,"(2021, 4, 22)",卢克文工作室,4368332,5,太好了！全送给他！,7,Hong Kong Protests,Influencer,开心,positive
4,1368000,37000,"(2020, 5, 18)",共青团中央,11416573,1,希望这群人疫情全死光,10,Hong Kong Protests,Government,喜欢,positive
5,1992000,16000,"(2019, 11, 20)",央视新闻,20926845,66,米国就像一个长舌妇一样，自己一身的臭毛病，对别人说三道四，不理它吧，它在你身边就好像苍蝇那样恶心你，拍死它吧！我们还不杀生，只有想办法把它赶赶的远远的,10,Hong Kong Protests,Media,厌恶,negative
0,22000,67,"(2024, 11, 5)",清风有约啊,1162,142,说了一堆屁话,6,Hong Kong Protests,None,厌恶,negative
2,693000,8352,"(2021, 12, 8)",卢克文工作室,4368342,122,主要是自由,4,Hong Kong Protests,Influencer,喜欢,positive
4,565000,4642,"(2019, 9, 1)",广东共青团,1724625,68,给她来个人造人？,7,Hong Kong Protests,Government,厌恶,negative
2,1420000,6991,"(2021, 4, 20)",卢克文工作室,4368337,71,福建人牛逼,8,Hong Kong Protests,Influencer,喜欢,positive
0,831000,3949,"(2020, 6, 9)",观视频工作室,3926461,146,这个俺在现场哈哈哈,10,Hong Kong Protests,None,开心,positive
4,12414000,295000,"(2019, 11, 20)",共青团中央,11416573,2,安息,6,Hong Kong Protests,Government,开心,positive
4,12414000,295000,"(2019, 11, 20)",共青团中央,11416573,2,*********************,10,Hong Kong Protests,Government,厌恶,negative
0,234000,2935,"(2023, 8, 30)",毒蛊酱,93973,143,换我我也跑，留下来受折磨会生不如死。,8,Hong Kong Protests,None,悲伤,negative
4,1740000,18000,"(2019, 11, 17)",浙江共青团,1543514,6,武警不是现在自称一编归部队管吗,7,Hong Kong Protests,Government,厌恶,negative
4,2976000,22000,"(2019, 11, 19)",广东共青团,1724625,21,让这些狗来东北转转，打不死他,5,Hong Kong Protests,Government,厌恶,negative
4,1111000,8604,"(2019, 11, 11)",广东共青团,1724625,61,唐僧式劝离,10,Hong Kong Protests,Government,厌恶,negative
0,790000,4123,"(2023, 8, 20)",毒蛊酱,93973,152,啊？,8,Hong Kong Protests,None,厌恶,negative
4,1740000,18000,"(2019, 11, 17)",浙江共青团,1543514,6,这是战壕用的铁丝网带刺的那种,8,Hong Kong Protests,Government,厌恶,negative
4,3194000,41000,"(2019, 9, 19)",共青团中央,11416570,184,这种人无期徒刑，该死,9,Hong Kong Protests,Government,厌恶,negative
